schema_version,trial,revisions,properties_per_revision,total_queries,model_bytes,evidence_bytes,producer_orchestration_seconds,checker_orchestration_seconds,safe,unsafe,answers_match_gcc,all_evidence_verified,status
1,1,2,8,16,4935,3957,3,5,12,4,true,true,qualified-maintained-baseline
