schema_version,trial,operation,wall_seconds,peak_space_mb,evidence_bytes,tool_bytes,answers_agree,deterministic,status
1,1,create,2.31,16,251221,79367120,true,true,ok
1,1,verify,0.75,7,251221,79367120,true,true,ok
1,2,create,2.17,15,251221,79367120,true,true,ok
1,2,verify,0.71,7,251221,79367120,true,true,ok
1,3,create,2.21,15,251221,79367120,true,true,ok
1,3,verify,0.75,7,251221,79367120,true,true,ok
