schema_version,manifest_sha256,cadical_sha256,drat_trim_sha256,obligation,kind,phase,source,cnf_bytes,proof_bytes,produce_ns,check_ns,producer_status,checker_status,status
1,eaad19ee45af11e90a61e533ee1512fffae5a7bcbf975883cc465b6cf83b146b,c9982baff36b5153b6b6f6f22b21836a6a1adcd0239f000a57341036d4eb1632,f0107640f3ee4b1e9e116991d5974f26cba1b34c357f4c6861937f4d276f7cd7,phase-0000-source-0000.cnf,relation-completeness,0,0,1496,983,9632875,73171694,20,0,ok
1,eaad19ee45af11e90a61e533ee1512fffae5a7bcbf975883cc465b6cf83b146b,c9982baff36b5153b6b6f6f22b21836a6a1adcd0239f000a57341036d4eb1632,f0107640f3ee4b1e9e116991d5974f26cba1b34c357f4c6861937f4d276f7cd7,phase-0000-source-0001.cnf,relation-completeness,0,1,1495,953,5984125,64910084,20,0,ok
1,eaad19ee45af11e90a61e533ee1512fffae5a7bcbf975883cc465b6cf83b146b,c9982baff36b5153b6b6f6f22b21836a6a1adcd0239f000a57341036d4eb1632,f0107640f3ee4b1e9e116991d5974f26cba1b34c357f4c6861937f4d276f7cd7,phase-0000-source-0002.cnf,relation-completeness,0,2,1495,953,8803125,80841000,20,0,ok
1,eaad19ee45af11e90a61e533ee1512fffae5a7bcbf975883cc465b6cf83b146b,c9982baff36b5153b6b6f6f22b21836a6a1adcd0239f000a57341036d4eb1632,f0107640f3ee4b1e9e116991d5974f26cba1b34c357f4c6861937f4d276f7cd7,phase-0000-source-0003.cnf,relation-completeness,0,3,1494,671,6099625,61339750,20,0,ok
1,eaad19ee45af11e90a61e533ee1512fffae5a7bcbf975883cc465b6cf83b146b,c9982baff36b5153b6b6f6f22b21836a6a1adcd0239f000a57341036d4eb1632,f0107640f3ee4b1e9e116991d5974f26cba1b34c357f4c6861937f4d276f7cd7,terminal.cnf,terminal-completeness,-,-,1490,644,4891750,55116000,20,0,ok
1,eaad19ee45af11e90a61e533ee1512fffae5a7bcbf975883cc465b6cf83b146b,c9982baff36b5153b6b6f6f22b21836a6a1adcd0239f000a57341036d4eb1632,f0107640f3ee4b1e9e116991d5974f26cba1b34c357f4c6861937f4d276f7cd7,aggregate.cnf,aggregate-completeness,-,-,12549,14169,6786000,56851084,20,0,ok
