schema_version,controller_evidence_bytes,controller_evidence_sha256,initial_plant_result_bytes,replacement_source_bytes,replacement_model_bytes,replacement_result_bytes,replacement_result_sha256,split_marginal_bytes,monolithic_initial_bytes,monolithic_replacement_bytes,monolithic_marginal_bytes,marginal_byte_ratio,admission_nanos,initial_production_nanos,initial_verification_nanos,replacement_production_nanos,replacement_verification_nanos,initial_safe,replacement_safe,deterministic,unchanged_members_identical,status
1,248889,96b8f1bd63f8e5cbf9765eeafcda5c00fe5353e63ba45a341669ec8b52248262,1132,2675,1202,283,662f11353fef92c3911c435003fbb706e27350b5c074cdaef0bc47f1e47a235f,4160,249762,249762,253639,0.016401,5681371,1287564742,1298855500,361242504,359483867,8,2,true,true,validated
