schema_version,fixture,os,arch,raw_bytes,envelope_bytes,qatq_payload_bytes,ratio_to_raw,max_values_per_chunk,trials,encode_min_ns,encode_median_ns,encode_max_ns,decode_min_ns,decode_median_ns,decode_max_ns,canonical_sha256,envelope_sha256,deterministic,bit_identical,zstd_22_long_27_bytes,qatq_smaller_than_zstd_percent,status
1,revision-batch,linux,x86_64,14164144,82428,82324,0.005819483,1048576,5,455162445,456823334,475444036,79446912,79591044,80586948,cba7640709163f7d9ca5c908d87b2fb843f148dd0d514bfd345b188e640ca9c9,42f30367e3b1003bec6c95395d91b800a88eb76721fed9c46548a27f79dff6ee,true,true,116769,29.409347,measured
