schema_version,trials,artifact_bytes,full_candidate_valuations,retained_candidate_valuations,retained_produced_sections,retained_reused_sections,full_produce_median_nanos,retained_produce_median_nanos,produce_ratio,full_verify_median_nanos,retained_verify_median_nanos,verify_ratio,answers_agree,artifacts_identical,status
1,21,525192,4100,4,1,1,15633791,1115958,0.071381,9451667,1263375,0.133667,true,true,measured
