schema_version,source_sha256,nodes,inputs,states,bad_properties,max_width,small_query_status,scale_query_status,status
1,1fb74ecf07eaeac782f3a9131456f97992b0fa72f3c273310d4f4fec8fe6e57f,44,1,3,"33+37+41",64,fail-closed-input-dependent,fail-closed-search-limit,accepted
