schema_version,source_sha256,inputs,latches,outputs,ands,reachable_states,distinct_signatures,canonical_cells,state_conditioned_cells,state_first_mtbdd_nodes,input_first_mtbdd_nodes,interleaved_mtbdd_nodes,rows,proof_bytes,artifact_bytes,production_nanos,verification_nanos,status
1,edf0cf5a5b6371b945731fe941f43bf4ffec84b9916fe1a18830f1bcadd398b7,11,6,4,122,64,592,1028,16109,254,1606,240,0,0,0,0,0,rejected-cell-limit
