schema_version,horizon,properties,answers,portfolio_status,route,logical_reachable_states,certificate_bytes,model_deterministic,evidence_deterministic,verified,maintained_oracle,status
1,0,38+43,38:SAFE:none+43:SAFE:none,accepted,ordinary-exact,2,1642,true,true,true,true,validated
1,4,38+43,38:SAFE:none+43:SAFE:none,accepted,ordinary-exact,98,11762,true,true,true,true,validated
1,8,38+43,38:SAFE:none+43:SAFE:none,accepted,ordinary-exact,370,40162,true,true,true,true,validated
1,16,38+43,38:SAFE:none+43:SAFE:none,accepted,ordinary-exact,1138,121639,true,true,true,true,validated
