kind,width,horizon,variables,clauses,queries,checkpoint,node_limit,recognition_ns,bdd_nodes,global_clauses,average_global_width,theory_clauses,theory_conflicts,average_learned_width,max_learned_width,theory_ns_per_query,full_cdcl_ns_per_query,speedup_vs_full,break_even_queries,sat_queries,unsat_queries,agreement,witnesses_valid,status
hub3,7,137,966,7672,50,10,200000,1532666,574,11,2.000,1714,0,0.000,0,204615.840,267028.320,1.305023,24.557,4,46,true,true,ok
hub3,7,1333,9338,74648,50,10,200000,8553125,574,11,2.000,1594,0,0.000,0,1787968.320,3067283.340,1.715513,6.686,7,43,true,true,ok
hub3,9,137,1242,9864,50,10,200000,2255208,1643,24,2.042,2190,0,0.000,0,410540.840,301507.500,0.734415,inf,6,44,true,true,ok
hub3,9,1333,12006,95976,50,10,200000,11312417,1643,24,2.042,1890,0,0.000,0,5599860.000,4408011.660,0.787165,inf,8,42,true,true,ok
hub3,11,137,1518,12056,50,10,200000,5054875,3774,34,2.412,2422,0,0.000,0,1001442.500,504100.820,0.503375,inf,5,45,true,true,ok
hub3,11,1333,14674,117304,50,10,200000,19020500,3774,34,2.412,1770,0,0.000,0,5938424.160,7966913.340,1.341587,9.377,9,41,true,true,ok
