schema_version,trial,scenarios,queries,model_bytes,evidence_bytes,synthesis_seconds,producer_orchestration_seconds,total_producer_seconds,checker_orchestration_seconds,synthesis_peak_rss_bytes,producer_peak_rss_bytes,checker_peak_rss_bytes,time_backend,safe,unsafe,transition_classes,answers_match_gcc,all_evidence_verified,model_set_sha256,evidence_set_sha256,status
2,1,8,4,1748,910,0.19,1.623,1.81,1.943,18317312,7815168,4722688,bsd,4,4,4,true,true,c14afad65716f3ffc3233d8b7e2da5e585fc76199257568478d524476e87cd4d,f80f0b07d67823bf07c2a7cd507191f126e6aff4c8dce0105f542e43342b4f10,qualified-maintained-baseline
